json_line_no	url	text	line_id
5	https://2009sediments.wordpress.com/tag/p-d-james/	« Dans La mort s’invite à Pemberley, [P.D. James] associe sa longue passion pour l’œuvre de Jane Austen à son talent d’auteure de romans policiers pour imaginer une suite à Orgueil et Préjugés, six ans après la fin du roman, et y camper une intrigue à suspense. Elle le fait avec une grande fidélité aux personnages d’Austen et, en même temps, dans le plus pur style de ses romans policiers.	11
5	https://2009sediments.wordpress.com/tag/p-d-james/	Rien ne semble devoir troubler l’existence ordonnée et protégée de Pemberley, le domaine ancestral de la famille Darcy dans le Derbyshire, ni perturber le bonheur conjugal de la maîtresse des lieux, Elizabeth Darcy. Elle est la mère de deux charmants bambins, sa sœur préférée, Jane, et son mari, Bingley, habitent à moins de trente kilomètres de là, et son père adulé, M. Bennet, vient régulièrement en visite, attiré par l’imposante bibliothèque du château.	12
5	https://2009sediments.wordpress.com/tag/p-d-james/	Mais le climat s’alourdit soudain lorsqu’à la veille du bal d’automne, un drame contraint les Darcy à recevoir sous leur toit la jeune sœur d’Elizabeth, Lydia, et son mari, Wickham, que leurs frasques passées ont rendu indésirables à Pemberley. Avec eux s’invitent la mort, la suspicion mais aussi le romanesque. »	13
5	https://2009sediments.wordpress.com/tag/p-d-james/	Portrait de Jane Austen publié en 1870 dans « A Memoir of Jane Austen », et gravé d’après une aquarelle de James Andrews de Maidenhead, elle-même tirée d’un dessin de Cassandra Austen. Image Wikipedia	14
5	https://2009sediments.wordpress.com/tag/p-d-james/	L’intrigue policière du roman (dont ce qui précède ne représente que les cinq premières minutes) peut sembler passablement entortillée, et les motivations des personnages difficiles à saisir, mais peu importe. Ce livre n’est pas un whodunit et si le lecteur va jusqu’au bout, ce n’est pas essentiellement pour savoir qui est l’assassin (car il y a bien eu meurtre). L’intérêt principal, c’est le tour de force réalisé par Phyllis Dorothy James, qui fêtera bientôt ses 92 ans, en donnant une suite au plus célèbre roman de Jane Austen. Imaginons par exemple que Fred Vargas, qui n’a certes pas le même âge, écrive une suite à Eugénie Grandet, qui serait à la fois une énigme policière avec tous les canons du genre, mais dans le style d’écriture des années 1830…	15
5	https://2009sediments.wordpress.com/tag/p-d-james/	Car c’est là le pari gagné par P.D. James : (pour autant que je puisse en juger, comme je ne suis pas de langue maternelle anglaise), elle réussit à adopter le style de Jane Austen, avec quelque chose de son énonciation quelque peu sentencieuse. À recréer non seulement l’atmosphère de l’Angleterre du début 19e – ce que peut et doit faire tout roman historique – mais aussi à tenir compte dans son récit de l’enquête de toutes les contraintes dues au changement d’époque. Encore mieux : à utiliser ces contraintes pour les besoins de la cause. Chapeau !	16
6	https://arpege.univ-tlse2.fr/accueil/le-reseau/partenaires/mission-egalite-du-conseil-regional-midi-pyrenees	« Une moitié de l’espèce humaine est hors de l’égalité, il faut l’y faire rentrer : donner pour contrepoids au droit de l’homme, le droit de la femme. »	17
6	https://arpege.univ-tlse2.fr/accueil/le-reseau/partenaires/mission-egalite-du-conseil-regional-midi-pyrenees	Depuis cette affirmation de Victor Hugo, la cause des femmes a progressé. Lentement, mais sûrement : reconnaissance d’un statut civil propre, octroi des droits politiques, ouverture progressive des études et des emplois aux femmes, loi sur l’IVG…	18
6	https://arpege.univ-tlse2.fr/accueil/le-reseau/partenaires/mission-egalite-du-conseil-regional-midi-pyrenees	Cependant, des écarts importants demeurent dans de nombreux domaines. À commencer par le monde du travail : les femmes sont minoritaires à occuper des postes de direction, leurs salaires sont moins importants, elles subissent d’avantage le chômage, le temps partiel non-choisi…	19
6	https://arpege.univ-tlse2.fr/accueil/le-reseau/partenaires/mission-egalite-du-conseil-regional-midi-pyrenees	La décision prise par Martin Malvy de nommer, en 1998, une conseillère régionale déléguée à l’égalité hommes-femmes et à la parité a démontré que la Région est un niveau pertinent d’intervention dans ce domaine.	20
6	https://arpege.univ-tlse2.fr/accueil/le-reseau/partenaires/mission-egalite-du-conseil-regional-midi-pyrenees	En 2010, le Président de Région nomme Nadia PELLEFIGUE, Conseillère Régionale Déléguée à l’Egalité femmes-hommes et à la parité. Les années qui viennent doivent apporter de nouvelles avancées. L’égalité hommes-femmes ne progressera pas sous l’effet de mesures isolées.	21
6	https://arpege.univ-tlse2.fr/accueil/le-reseau/partenaires/mission-egalite-du-conseil-regional-midi-pyrenees	L’égalité Hommes-Femmes est un sujet transversal touchant tous les domaines d’actions des collectivités. Avec les moyens qui sont les siens, la Région mène des politiques d’égalité dans ses champs de compétences et s’attache à faire progresser l’égalité entre les femmes et les hommes en Midi Pyrénées.	22
6	https://arpege.univ-tlse2.fr/accueil/le-reseau/partenaires/mission-egalite-du-conseil-regional-midi-pyrenees	https://arpege.univ-tlse2.fr/accueil/le-reseau/partenaires/mission-egalite-du-conseil-regional-midi-pyrenees	23
8	https://france.vinci-construction.com/fr/%E2%80%8Badim-est-signe-pacte-bois-biosources-grand-est/	Le 16 février 2023, Xavier Beghin, Directeur d’ADIM Est, et Thierry France-Lanord, Président de FIBOIS Grand Est, ont signé le PACTE Bois et Biosourcés qui propose un cadre d’accompagnement des maîtres d’ouvrage et des donneurs d’ordre dans leur transition vers la neutralité carbone pour leurs projets de construction.	24
8	https://france.vinci-construction.com/fr/%E2%80%8Badim-est-signe-pacte-bois-biosources-grand-est/	En 2015, lors des Accords de Paris, la France annonçait l’objectif de neutralité carbone pour 2050. La Stratégie Nationale Bas-Carbone fixait également un objectif de 49% de réduction de l’empreinte carbone du secteur du Bâtiment d’ici 2030, par rapport à 2015. Quant à la Règlementation Environnementale 2020, entrée en vigueur le 1er janvier 2022, elle exige la réduction de l’empreinte carbone en fixant des seuils d’émissions – pour les consommations énergétiques comme pour les composants du bâtiment – qui seront de plus en plus exigeants.	25
8	https://france.vinci-construction.com/fr/%E2%80%8Badim-est-signe-pacte-bois-biosources-grand-est/	Le PACTE Bois et Biosourcés propose d’accompagner la transition vers le bas carbone en favorisant l’intégration de solutions bois et biosourcés dans la construction neuve comme dans la rénovation. En effet, l’emploi de ces solutions permet de réduire les émissions de gaz à effet de serre jusqu’à 60 %, par rapport à des solutions constructives traditionnelles, tout en stockant le carbone sur toute la durée de vie du bâtiment.	26
8	https://france.vinci-construction.com/fr/%E2%80%8Badim-est-signe-pacte-bois-biosources-grand-est/	Avec la signature du PACTE Bois et Biosourcés avec l’interprofession régionale de la forêt et du bois, ADIM Est, filiale de développement immobilier de VINCI Construction, renforce ainsi sa volonté d’intégrer davantage de solutions bois et biosourcés dans le développement et la réalisation de ses programmes immobiliers, en favorisant la mixité des matériaux tout en soutenant la filière bois française.	27
8	https://france.vinci-construction.com/fr/%E2%80%8Badim-est-signe-pacte-bois-biosources-grand-est/	Intégrer des solutions bois et biosourcés sur au moins 20 % de la surface de plancher moyenne à réaliser, tant pour la construction neuve que pour la rénovation de bâtis ;	28
8	https://france.vinci-construction.com/fr/%E2%80%8Badim-est-signe-pacte-bois-biosources-grand-est/	Maîtriser ses approvisionnements avec, à titre d’exemples, 100 % des approvisionnements de bois issus de sources durables et non-controversées, ou encore l’utilisation de 50 % de bois issus de la filière française.	29
9	https://lahorde.samizdat.net/mantes-la-ville-depuis-ce-matin-je-travaille-dans-une-ville-fn	Lu sur le site Questions de classe(s) de la CNT Éducation, le témoignage d’un militant par ailleurs enseignant en collège à Mantes-la-Ville (78) :	30
9	https://lahorde.samizdat.net/mantes-la-ville-depuis-ce-matin-je-travaille-dans-une-ville-fn	C’est très tard dans la soirée, après un recompte des voix, que la commune de Mantes-la-Ville dans les Yvelines est devenue la première d’île-de-France à passer sous le contrôle de l’extrême-droite. Mais ce n’est que ce matin, en consultant les résultats avant de partir au boulot que je l’ai appris. C’est dans cette ville que je travaille, comme professeur de collège principalement avec des élèves non-francophones, depuis 15 ans. C’est là aussi que j’ai mené différentes luttes, quatre mouvements de grève reconductible de plusieurs semaines et des combats pour la régularisation ou le relogement de mes élèves. Ce résultat inattendu est la conséquence immédiate du maintien de deux listes de gauche rivales et d’une autre sans étiquette, alors que le candidat du FN était arrivé en tête au premier tour dans ce bastion de la « gauche » depuis la Libération. Là n’est pas sans doute la seule explication. Les 20 et quelques pourcents du 1er tour sont peut-être même en-dessous des scores atteints dans d’autres régions. Mais voilà, pendant les 6 années qui viennent je vais travailler dans une ville aux mains de l’extrême-droite.	31
10	https://neutragel.com/comment-obtenir-une-chambre-froide-a-partir-dun-congelateur/	La chambre froide, comme un congélateur, sont des outils réfrigérants essentiels à notre vie privée comme professionnelle pour le secteur de la restauration. Mais, est-il possible d’obtenir l’un avec l’autre ? Nous allons voir qu’en respectant quelques règles sur les panneaux de chambres froides négatives et d’autres procédés de base, il est tout à fait possible d’y arriver. Pour créer une chambre froide à partir d’un congélateur, c’est par ici!	32
10	https://neutragel.com/comment-obtenir-une-chambre-froide-a-partir-dun-congelateur/	Rappelons tout d’abord de quoi nous parlons. La chambre froide est un espace dédié au stockage de produits jugés périssables. On y a recours pour augmenter la durée de conservation de ces aliments ou produits, et ce dans de bonnes conditions. Il est en effet essentiel d’assurer la longévité de ces aliments et leur impeccable conservation. Les chambres froides se déclinent entre positives et négatives. Cela varie selon leur utilisation.	33
10	https://neutragel.com/comment-obtenir-une-chambre-froide-a-partir-dun-congelateur/	On le sait, un congélateur et une chambre froide sont différents. Mais, un congélateur de températures positives peut tout de même devenir une petite chambre froide. L’installation, entre la température négative et positive varie assez peu et des impondérables restent. Allons-y pour ces étapes!	34
10	https://neutragel.com/comment-obtenir-une-chambre-froide-a-partir-dun-congelateur/	Ils seront garants de l’étanchéité de l’ensemble de votre chambre froide. C’est donc la base et le point de départ. Nous aurons recours à des panneaux isothermes, ou isolants, qu’il faudra disposer sur les murs, mais également au plafond. Ces panneaux, qu’on qualifie aussi de panneaux sandwichs ont la particularité d’être à la fois parfaitement adaptés aux normes d’hygiène, de sécurité anti-incendie et d’être des isolants d’une grande efficacité. Ce sont donc bien souvent eux qui sont retenus pour la construction de la chambre. D’autant qu’en terme de construction, ils ont la faculté d’être autoportants. Il n’y a donc pas besoin de construire de structure spécifique pour les faire tenir. Les murs devront avoir une épaisseur de 80mm à minima pour garantir l’étanchéité et permettra que le froid se conserve. Par ailleurs, on veillera à ce que le sol soit antidérapant, pour des raisons de sécurité.	35
10	https://neutragel.com/comment-obtenir-une-chambre-froide-a-partir-dun-congelateur/	Il s’agit là d’un impératif de sécurité alimentaire. La température doit en effet être quantifiable et ne pas varier. Il faut donc pouvoir la surveiller et la maintenir scrupuleusement. A noter qu’il s’agit également d’une obligation faite à tout professionnel de restauration disposant d’une chambre froide. Il n’est donc pas possible d’y couper !	36
10	https://neutragel.com/comment-obtenir-une-chambre-froide-a-partir-dun-congelateur/	C’est en effet mieux d’y voir clair pour sélectionner et entreposer vos produits. En plus, dans la lumière il sera plus facile de détecter les éventuelles avaries survenant dans votre chambre froide. Il s’agit donc également de prévention!	37
10	https://neutragel.com/comment-obtenir-une-chambre-froide-a-partir-dun-congelateur/	Il faut faire le choix d’un appareillage spécifique aux chambres froides et résistant de fait à des températures négatives. Par ailleurs, le fait de chauffer la chambre ne doit pas entraîner de ruptures dans la chaine du froid. La chaleur dégagée doit donc être limitée. Un éclairage LED sera donc adapté à la circonstance. Très peu énergivore, il produit peu de chaleur et éclaire bien.	38
10	https://neutragel.com/comment-obtenir-une-chambre-froide-a-partir-dun-congelateur/	Maintenant, c’est au tour des meubles de trouver leur place le long des murs ! Pour des raisons d’hygiène et de facilité, on vous conseillera d’avoir recours à de l’inox. Enfin, il faudra installer des dispositifs de sécurité. Il faudra que la chambre puisse être manuellement ouverte depuis l’intérieur, pour éviter qu’une personne s’y trouve piégée. Qui plus est, il faudra installer une alarme au cas où cela arrivera quand même. Il ne vous reste plus qu’à construire votre chambre froide maintenant!	39
11	https://puystory.com/les%20drapeaux%20vendeens.htm	"""Vexilla regis prodeunt""... (Les étendards du roi s'avancent)... C'est, selon la tradition, en chantant ce cantique que les premières paroisses révoltées contre l'autorité républicaine se regroupèrent et disputèrent leurs premiers combats. Les premiers révoltés se regroupèrent donc, dès le 13 mars 1793, en petites bandes très diversement armées sous la conduite de chefs qu'ils se choisirent parmi les plus déterminés d'entre eux. Ils mirent également à leur tête des nobles (généralement anciens militaires) qu'ils allèrent, pour la plupart, chercher dans leur manoir. Outre les insignes religieux tels que scapulaires et ""cœurs de Jésus"", les insurgés vendéens mirent à leurs chapeaux des cocardes ou rubans blancs. Cette couleur était proscrite par la république comme étant ""signe de rébellion contre L'État"". Certains groupes marchèrent en arborant également des bannières paroissiales, signe de leur attachement à la religion. D'autres prirent un simple morceau d'étoffe blanche en guise de drapeau, marquant ainsi le rattachement du mouvement insurrectionnel à la cause antigouvernementale, c'est à dire à la monarchie royale abolie et hors la loi. Dans les premiers jours de l'insurrection, les Vendéens utilisèrent comme emblèmes essentiellement les bannières de procession de leurs paroisses. Les drapeaux qui apparurent furent confectionnés à la hâte par les femmes. On mit toutes les habiletés à contribution, les châtelaines, les lingères, les nonnes tirèrent l'aiguille, d'autres prirent les pinceaux. Il fallut plusieurs semaines, voire plusieurs mois pour que toutes les paroisses aient leur emblème et beaucoup gardèrent leurs bannières de procession. On utilisera les tissus qui pouvaient convenir. Vu les difficultés d'approvisionnement de l'époque, la soie ou du coton principalement provenaient de robes, de nappes (sacrées ou non) ou de draperies de toutes sortes. En général, ils étaient blanc, couleur de la France depuis le Moyen Age, pavillon des vaisseaux de guerre du roi ""Très Chrétien"", distinction des compagnies-colonelles dans les régiments. Les bannières d'églises en lourds draps colorés, étaient brodées de fils d'or ou de couleurs variées. Les fleurs de lys des étendards vendéens proviennent souvent d'ornements d'Eglise. On chercha à se rapprocher des dimensions réglementaires dans les régiments d'Infanterie (environ 1,50m sur 1,60m). Pour la cavalerie, on utilisa de même des ""guidons"", plus petits, mais sans conserver, semble- t- il, les formes particulières car il fallait improviser. Selon la tradition et le témoignage de l'abbé Remaud, le ""premier drapeau de la Vendée"" serait celui de La Rochejaquelein. Après avoir connu une histoire très mouvementée et après la mort de Monsieur Henri, il passa à l'armée de Charrette et fut arboré en 1815, puis en 1832 ! Il est un des rares emblèmes à être parvenu jusqu' à nous. Bien qu'il ait été confectionné un grand nombre de drapeaux vendéens, très peu d'entre eux ont pu être conservés. Ces emblèmes de la rébellion ont été systématiquement détruits après leur capture, et ce à toutes les époques du conflit vendéen. Quelques rares drapeaux sont expédiés avec les bulletins de victoire que les généraux adressent à la Convention mais, le gouvernement révolutionnaire qui ordonnait à ses commandants d'arme de détruire la Vendée dut également se charger de les faire disparaître après les avoir montrés aux membres de l'assemblée. Malgré les destructions systématiques, quelques rares drapeaux rebelles témoins de cette guerre de la Vendée existent encore. D'autres sont connus grâce aux dessins ou autres représentations précises qui en ont été faits. Les drapeaux sauvegardés et de grande valeur sont généralement la propriété de particuliers, qui pour la plupart ont un lien plus ou moins direct avec les anciens combattants vendéens. D'autres appartiennent à des collectionneurs locaux intéressés par cette période de notre histoire. Certains musées régionaux ont réuni plusieurs exemplaires d'emblèmes royalistes, permettant ainsi un rappel à la mémoire collective. Quelques rares presbytères d'églises de la Vendée militaire sont encore dépositaires de l'étendard des anciens combattants de la paroisse. Malgré cela, tout ce qui a pu être sauvé ne représente qu'une infime partie des nombreux drapeaux des Armées Catholiques et Royales ayant combattu de 1793 à 1796 sur le territoire insurgé. La plupart des drapeaux brodés aux armes de France entourés de lauriers ou de palmes. Bien des étendards étaient aussi chargés de croix, du double cœur enflammé, du Sacré- Cœur. Avec toujours beaucoup de variété dans la disposition des motifs, des fleurs de lys ou des inscriptions. Certains avaient des cravates, des franges. Les inscriptions et les symboles rappelaient les raisons du combat : ""Vive la religion catholique"", ""Vive Louis XVII"", ""La religion et le roi Louis XVII"", ""Armée catholique et royale"", ""Vive le roi"" ... Les drapeaux de 1815 ou de 1832 sont plus décorés, mieux ""finis"" (on avait eu plus de temps pour les confectionner, ils servirent peu, puis on les cacha). Ils sont également de dimensions variées, mais en général plus petits que ceux de la ""grande guerre"". Outre quelques- uns dont l'origine et l'histoire sont sûres, (qu'ils aient ""fait"" la guerre de 1793 à 1799 dans sa totalité ou en partie, ou celle de 1815), il en existe qui ont été déployés lors des visites en Vendée des duchesses d'Angoulème et de Berry quelques années avant 1830, sont d'une datation plus délicate. Après la révolution de juillet, Mademoiselle de Fauveau, qui accompagnait Madame de La Rochejaquelein et fut arrêtée avec elle en 1831, peignit quelques emblèmes sur soie avant d'aller en prison. D'autres mains brodèrent des fanions pour ""Henri"" et ""Caroline"", mais il fallut détruire ou cacher ces étendards subversifs car la police de Louis- Philippe ne plaisantait pas. En 1870, les ""Volontaires de l'Ouest"" du général de Charette chargèrent l'armée prussienne, précédés d'une simple bannière chargée d'un Sacré- Cœur et de l'inscription "" Cœur de Jésus Sauvez la France ""."	40
13	https://www.ajc06.fr/web2bretagne-org/	Conseils et idées pour éclairer le salon Les salles de séjour sont utilisées à des fins très diverses et pour cette raison, il est très important d’avoir l’éclairage approprié dans cette pièce. Certaines salles étaient utilisées uniquement pour le divertissement, d’autres pour regarder la télévision et beaucoup pour une foule d’autres activités. Il est important […]	41
13	https://www.ajc06.fr/web2bretagne-org/	Des idées de voyage qui garantissent de bons moments tout en réduisant les coûts Soyons réalistes, les hommes n’aiment pas planifier. Qu’il s’agisse de payer les factures, de préparer l’équipement pour le travail du lendemain ou simplement de préparer le dîner avant l’arrivée de sa femme, après une journée de shopping. Confiez une tâche à […]	42
13	https://www.ajc06.fr/web2bretagne-org/	De nos jours, l’internet est le centre de toutes les affaires. Bien sûr, l’évolution numérique s’installe remarquablement dans tous les domaines et avec pour conséquence la naissance de multiples métiers du web. Ces métiers sont de plus en plus sollicités sur le marché de l’emploi, du coup des formations web sont proposées tous les jours […]	43
13	https://www.ajc06.fr/web2bretagne-org/	Présentation des concurrents : Nantes vs Angers Quelle ville des Pays de la Loire est la meilleure, Nantes ou Angers ? Le match autour de la Loire a commencé ! Avec une agglomération de plus de 400 000 habitants, Angers est la capitale du département du Maine-et-Loire et la deuxième ville des Pays de la […]	44
14	https://www.alexandrelandre.com/lot/121416/17633265	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 101 102 103 104 105 106 107 108 109 110 111 112 113 114 115 116 117 118 119 120 121 122 123 124 125 126 127 128 130 131 131-1 132 132-1 133 134 135 135-1 136 137 138 139 140 141 142 143 144 145 146 147 148 149 150 151 152 153	45
14	https://www.alexandrelandre.com/lot/121416/17633265	"Bureau dit ""Mazarin"" en placage d'écaille teintée rouge et laiton marqueté à décor de saltimbanques, satyres et thermes féminins, dais d'oiseaux et papillons dans des encadrements de rinceaux feuillagés, palmettes, volutes,,.... Le plateau présente un décor à la BERAIN. Il ouvre en façade à sept tiroirs et un vantail, les montants plats en console. Il repose sur un piètement composé de huit pieds gaines réunis par deux entretoises en X mouvementés et terminés par des boules aplaties. Époque Louis XIV. Dimensions: 81cm: x 120cm x 65 cm. Restaurations . Dessinateur, Peintres, aquarelliste, graveur et ornemaniste, BERAIN (1640-1711) étudie avec Charles LE BRUN. En 1674, il est nommé ""dessinateur de la Chambre et du cabinet du Roi"" à la cour de Louis XIV."	46
14	https://www.alexandrelandre.com/lot/121416/17633265	Disposition COVID : participation à la vente dans la limite des places disponibles sur réservation dans le respect des règles en vigueur.	47
14	https://www.alexandrelandre.com/lot/121416/17633265	Tout bordereau d'adjudication demeurant impayé auprès de la Maison ou ayant fait l'objet d'un retard de paiement entrainera l'inscription de l'acheteur défaillant au fichier TEMIS.	48
14	https://www.alexandrelandre.com/lot/121416/17633265	Les lots vendus sont stockés gracieusement pour une durée de 15 jours à l'issue de la vente, passé ce délai il sera facturé des frais de garde. Aucun lot ne sera délivré jusqu'au paiement intégral et effectif du bordereau et le cas échéant des frais de stockage.	49
14	https://www.alexandrelandre.com/lot/121416/17633265	Les expéditions se font sur demande via le prestataire Enchères Expéditions : contact@encheres-expeditions.fr / 06.35.60.73.60 ou tout autre prestataire de votre choix. Nous ne sommes pas habilités à réaliser vos envois et déclinons toute responsabilité dans la livraison et l'expédition.	50
15	https://www.cf-profina.com/blog/quel-avenir-institutionnel-pour-la-nouvelle-caledonie/	La Nouvelle-Calédonie occupe une position particulière dans la République française. Son statut pourrait évoluer dans les années à venir, à la suite du referendum proposé aux calédoniens avant la fin de l’année 2018. Explications du contexte politique actuel.	51
15	https://www.cf-profina.com/blog/quel-avenir-institutionnel-pour-la-nouvelle-caledonie/	Situé à plus de 16 740km de la France métropolitaine, l’archipel de la Nouvelle-Calédonie recense quelques 278 000 habitants. Si la souveraineté française s’y exerce depuis 1853, cette collectivité sui generis occupe une place particulière dans la République française, allant jusqu’à interroger les juristes les plus expérimentés sur le caractère « un et indivisible » de la République.	52
15	https://www.cf-profina.com/blog/quel-avenir-institutionnel-pour-la-nouvelle-caledonie/	Pour cause : le paysage politique calédonien est loin de celui des autres territoires ultramarins. Depuis les années 1980, face aux demandes nationalistes, les différents statuts d’autonomie de l’archipel se sont succédés, jusqu’à la signature des Accords de Nouméa le 5 mai 1998. Soumises à referendum, les dispositions des Accords donnent naissance à la collectivité de Nouvelle-Calédonie spécifiquement régie par le Titre XIII de la Constitution relative aux « Dispositions transitoires ». Transition vers l’avenir institutionnel du territoire, destiné à être défini avant la fin de l’année 2018.	53
15	https://www.cf-profina.com/blog/quel-avenir-institutionnel-pour-la-nouvelle-caledonie/	Son organisation politique regroupe notamment un gouvernement, un congrès et un sénat coutumier. D’un point de vue économique, le secteur minier calédonien est prépondérant et en difficulté. Dans ce contexte, la question de l’avenir institutionnel de l’archipel prend d’autant plus de relief.	54
15	https://www.cf-profina.com/blog/quel-avenir-institutionnel-pour-la-nouvelle-caledonie/	Les Accords de Nouméa prévoient une « consultation qui portera sur le transfert à la Nouvelle-Calédonie des compétences régaliennes, l’accès à un statut international de pleine responsabilité et l’organisation de la citoyenneté en nationalité ». Si l’article 77 de la Constitution française définit les compétences de l’État transférées aux institutions calédoniennes, leurs règles de fonctionnement et notamment les règles relatives à la citoyenneté, le referendum de fin 2018 donnera le ton de leur avenir.	55
