json_line_no	url	text	line_id
14	https://aldhu.home.blog/tag/perfiles-de-migracion-en-chile-2021/	El Departamento de Extranjería y Migración (DEM) y el Instituto Nacional de Estadísticas (INE) estimó que la población extranjera que … Más	38
14	https://aldhu.home.blog/tag/perfiles-de-migracion-en-chile-2021/	Chile, INE, migrantes, Perfiles de migración en Chile 2021, Personas extranjeras en Chile 2021, Residentes en Chile	39
16	https://apm.gov.ar/apm-historia-oral/presentacion.html	El Área de Historia Oral del Archivo Provincial de la Memoria presenta “¿Qué me contás? Relatos de un tiempo…” DVD multimedia que sistematiza el trabajo de registro de historias de vida que venimos realizando desde el año 2007. Este material también se convierte en un material de consulta y difusión del acervo del Archivo de Historia Oral y se brinda también como material didáctico para pensar los períodos represivos de nuestro país.	40
16	https://apm.gov.ar/apm-historia-oral/presentacion.html	Puede reproducirse en cualquier computadora a través de su explorador de Internet o desde el sitio web del APM en la siguiente dirección:	41
16	https://apm.gov.ar/apm-historia-oral/presentacion.html	Incluye cuatro secciones principales que se presentan en tres pestañas y un dibujo en la parte superior de la pantalla:	42
16	https://apm.gov.ar/apm-historia-oral/presentacion.html	Archivo de historia Oral: en este apartado se puede acceder a la información sobre qué es la historia oral, su especificidad en un sitio de memoria, la metodología de trabajo y las herramientas de uso y donación y los datos de contacto.	43
16	https://apm.gov.ar/apm-historia-oral/presentacion.html	Colecciones: esta pestaña ofrece el acceso a las colecciones y entrevistas que componen el acervo del Archivo de Historia Oral. Ingresando a cada una de las colecciones nos encontramos con una breve descripción de la misma y con los resúmenes de cada una de las entrevistas que la componen. Aquí se puede acceder también, a videos que contienen fragmentos de parte de las entrevistas que se encuentran disponibles para la consulta en la Sede del Archivo Provincial de la Memoria.	44
16	https://apm.gov.ar/apm-historia-oral/presentacion.html	Actividades: aquí se acercan pautas metodológicas y didácticas para el trabajo con la historia oral. Para ello se sugieren una serie de actividades para desarrollar en talleres, poniendo énfasis en las características de la Historia Oral como metodología, el relato, las distintas nociones de tiempo histórico y el trabajo con las memorias locales.	45
16	https://apm.gov.ar/apm-historia-oral/presentacion.html	Viaje en el tiempo: se ofrece una línea histórica que recorre por décadas el período comprendido entre 1940 y 2010. La misma esta construida en base a los acontecimientos de la vida política, social, cultural de Córdoba y el país que las personas entrevistadas por el Área de Historia Oral del APM fueron recordando, ilustrando y resignificando a lo largo de sus relatos. Acontecimientos que son significativos en sus trayectorias de vidas, y que para ellos fueron relevantes y determinantes en su forma de ver y entender el mundo.	46
16	https://apm.gov.ar/apm-historia-oral/presentacion.html	Esta línea de tiempo propone múltiples formas de abordarla; desde los acontecimientos que se desprendieron de los relatos, pasando por la noción de tiempo histórico que abarca, hasta los collages que ilustran cada una de las décadas.	47
19	https://aytosagunto.es/es/actualidad/silvia-perez-cruz-actua-esta-noche-en-sagunt-a-escena/	Presenta el concierto ‘Vestida de nit’, una actuación que empezará hoy a las 22.30 horas en el Teatro Romano	48
19	https://aytosagunto.es/es/actualidad/silvia-perez-cruz-actua-esta-noche-en-sagunt-a-escena/	Silvia Pérez Cruz ofrece en Sagunt a Escena su concierto ‘Vestida de nit, canciones para vivir’ con su voz y un quinteto de cuerda compuesto por Joan Antoni Pich al violonchelo, Miguel Àngel Cordero al contrabajo, Elena Rey y Carlos Monfort a los violines y Anna Aldomà a la viola. El concierto empezará hoy a las 22.30 h en el Teatro Romano.	49
19	https://aytosagunto.es/es/actualidad/silvia-perez-cruz-actua-esta-noche-en-sagunt-a-escena/	Después de tres años tocando en directo, buscando sin prejuicios y con alegría una sonoridad propia, Silvia Pérez Cruz decide grabar y llevar de gira este espectáculo que se podrá ver en Sagunto, acompañada por cinco cómplices de lujo bajo el nombre de la canción que escribieron sus padres hace más de treinta años Vestida de nit.	50
19	https://aytosagunto.es/es/actualidad/silvia-perez-cruz-actua-esta-noche-en-sagunt-a-escena/	Madera antigua y música de ahora, valientes como los marineros que describe su madre en la canción. Remando a la vez desde la primera a la última canción. El concierto es una mezcla de canciones prestadas y canciones propias, algunas forman parte del repertorio habitual de Silvia Pérez Cruz, pero el color es diferente.	51
19	https://aytosagunto.es/es/actualidad/silvia-perez-cruz-actua-esta-noche-en-sagunt-a-escena/	"Silvia Pérez Cruz nació en Palafrugell en 1983. De los 4 a los 18 años estudió solfeo, piano y saxo alto en la Escuela Rita Ferrer de Palafrugell. De los 12 a los 16 años estudió y dio clases en la escuela de arte ""Alartis"" fundada por su madre Glòria Cruz, murciana-ampurdanesa, historiadora del arte y profesora de expresión artística. De vez en cuando cantó en la tasca ""La Bella Lola"" de Calella acompañada por su padre Càstor Pérez, gallego, investigador de la habanera y guitarrista (Glòria y Càstor formaron un dúo y compusieron Vestida de nit y Temps perdut)."	52
19	https://aytosagunto.es/es/actualidad/silvia-perez-cruz-actua-esta-noche-en-sagunt-a-escena/	"Entre los 12 y los 18 años tocó el saxo en grupos de funky, bossa nova y jazz y cantó con la coral ""Nit de juny"". A los 18 años se trasladó a Barcelona y recibió clases de cajón, armonía y combo jazz en el Taller de Músics. Paralelamente recibió también clases particulares de saxo. Un año más tarde se matriculó en la especialidad de canto jazz dentro de la Escola Superior de Música de Catalunya (ESMUC) donde se licenció en 2008."	53
19	https://aytosagunto.es/es/actualidad/silvia-perez-cruz-actua-esta-noche-en-sagunt-a-escena/	"En 2001 hizo sus primeros conciertos en Barcelona con el pianista Sergi Sirvent y el bailarín Damián Muñoz, entre los cuales destaca el espectáculo ""34 negro"" presentado en el Espai Lliure del Teatre Lliure de Barcelona."	54
19	https://aytosagunto.es/es/actualidad/silvia-perez-cruz-actua-esta-noche-en-sagunt-a-escena/	Entre el 2001 y el 2011 cantó en más de diez grupos de diferentes estilos: flamenco, jazz, pop, música tradicional catalana, folclore ibérico y folclore sudamericano. Ha formado parte de los grupos Las Migas, Immigrasons, Llama, En la Imaginación, Coetus, etc.	55
19	https://aytosagunto.es/es/actualidad/silvia-perez-cruz-actua-esta-noche-en-sagunt-a-escena/	En 2011 finalizó esta intensa etapa de aprendizaje sobre todo como intérprete y centró su energía en un proyecto muy personal. Hizo un disco en homenaje a su padre, denominado 11 de novembre, estrenado en abril del 2012 en el Gran Teatre del Liceo de Barcelona. En este disco, aparte de cantar, arreglar y coproducir, escribió y compuso. Por este trabajo recibió varios premios y un Disco de Oro.	56
19	https://aytosagunto.es/es/actualidad/silvia-perez-cruz-actua-esta-noche-en-sagunt-a-escena/	Colabora en otras disciplinas artísticas. Ha compuesto y cantado para danza (Damián Muñoz, Israel Galván...), teatro (Joan Ollé, Julio Manrique...). En cine ha participado en la banda sonora de la película Blancanieves, dirigida por Pablo Berger, ganadora de diez premios Goya, entre los cuales está el de mejor canción original. En 2015 trabajó en Cerca de tu casa, como actriz protagonista y compositora de la banda sonora.	57
19	https://aytosagunto.es/es/actualidad/silvia-perez-cruz-actua-esta-noche-en-sagunt-a-escena/	Ha colaborado con Toti Soler, Javier Colina, Eliseo Parra, Lluís Llach, Gino Paoli y Joan Manuel Serrat, entre otros. También ha cantado con la Orquesta Nacional de España dirigida por Josep Pons. Ha trabajado en diferentes auditorios y teatros de Europa, Túnez, Argelia, Brasil, Argentina, México, Cuba, Venezuela y los Estados Unidos.	58
19	https://aytosagunto.es/es/actualidad/silvia-perez-cruz-actua-esta-noche-en-sagunt-a-escena/	El abril de 2014 presentó un disco de versiones pensado y creado conjuntamente con Raül Fernández Miró, denominado Granada.	59
22	https://ceresonline.com.ar/2016/06/la-mesa-de-desarrollo-se-reunio-con-el-ciot-%E2%80%8F/	En horas de la mañana del Lunes, integrantes de la mesa de desarrollo, entre ellos el presidente del concejo, Sergio Uberti y el secretario de gobierno, producción y medio ambiente, Ing. Pablo Bertero, mantuvieron una importante reunión con la comisión interministerial de ordenamiento territorial.	60
22	https://ceresonline.com.ar/2016/06/la-mesa-de-desarrollo-se-reunio-con-el-ciot-%E2%80%8F/	En dicha reunión se trabajo sobre los lineamientos para realizar un ordenamiento territorial en la ciudad. Para lo cual, se les informo lo trabajado ya en Ceres al respecto y luego de la exposición, el CIOT, aconsejo los pasos a seguir	61
24	https://demanoenmano.net/category/donacion/sorteo/	A continuación presentamos la foto del sorteo de la ONCE, del dia 1 de septiembre de 2016. Si las 3 […]Leer más »	62
24	https://demanoenmano.net/category/donacion/sorteo/	A continuación presentamos el video del sorteo de la ONCE, del dia 1 de septiembre de 2015. Si las 3 […]Leer más »	63
26	https://editorialtelevisa.pressreader.com/muy-interesante-historia-mexico/20230301/281771338359345	Akhenatón murió en el decimoséptimo año de su reinado antes de cumplir los 40 años. Aún hoy en día su destino es un gran misterio. Él mismo pidió ser enterrado en una tumba cerca de Akhetatón. En una de las estelas que instaló delimitando la frontera de la ciudad esculpió el siguiente texto: “Si muero en cualquier ciudad río abajo, al sur, al oeste o al levante, en estos millones de años, que me traigan aquí y que se me entierre en Akhetatón; y si la gran esposa real Nefertiti muere en cualquier ciudad río abajo, al sur, al oeste o al levante, en estos millones de años, que la traigan aquí (…)”. Parece ser que fue enterrado en una gran tumba en un valle a unos 11 km de la ciudad. Una magnífica tumba excavada en la montaña donde albergar su cuerpo y el de su familia más cercana, aunque sólo se tiene constancia de que una de sus hijas fue enterrada en ella, además de Akhenatón. Al poco tiempo, la tumba fue totalmente saqueada, los nombres del rey borrados y posiblemente su ataúd y momia fueron escondidos en un lugar seguro. Recientemente parece que el misterio de la momia del dios Sol fue resulto al identificarse con los restos localizados en la KV 55 del Valle de los Reyes en Luxor. La KV 55 es una de las tumbas más misteriosas de todo el Valle de los Reyes, hasta tal punto de que en realidad se desconoce si efectivamente se trata de una tumba o de un simple almacén de momias y objetos reales. El lugar fue descubierto a finales del siglo XIX por Theodore David. En una pequeña estancia de 5 por 7 metros, perfectamente orientada de norte a sur, se localizó un magnífico y misterioso ataúd de madera, cubierto con láminas de oro, y en su interior los restos de un hombre que habría muerto en torno a los 35 años de edad. Del ataúd se habían arrancado los cartuchos con el nombre del ocupante, por lo que nunca se ha podido saber de quién fue. Además, la máscara que decoraba la parte del rostro del ataúd también había sido desfigurada hacía siglos, haciendo imposible reconstruir los rasgos del difunto. Hoy en día, tras el análisis antropológico de esta momia y de otras momias relacionadas con la familia real, parece que el misterio ha quedado revelado y existe unanimidad en la identificación del ataúd e inquilino de la KV55 con el faraón Akhenatón. Actualmente, se puede contemplar el ataúd desfigurado en el interior de una vitrina en el Museo Egipcio de El Cairo, en el cual reposaron los restos del faraón que traicionó a los dioses, aunque sigue siendo un gran misterio el paradero exacto de la esposa real Nefertiti, de la cual aún no se ha descubierto su morada eterna. un asentamiento en uno de los principales centros urbanos de Egipto sin la intrusión de una ocupación posterior. Fue en este lugar donde el joven rebelde llegó a madurar sus ideas e interés por el papel cósmico del dios Sol. Sabemos también que su padre ya habría comenzado a allanar el camino hacia una de las reformas religiosas más increíbles que se producirían, inspirando al joven heredero sobre la importancia del dios Atón. En Malqata pasó sus primeros años de reinado junto a su esposa, la bella Nefertiti, hasta que decidió llevar a cabo la gran revolución. Sólo El Dios Sol Los cinco primeros años de reinado de Amenhotep IV pasaron con aparente tranquilidad, y Tebas siguió adquiriendo cada vez más poder religioso entre el séquito del templo de Karnak, al servicio del dios Amón. Los sacerdotes llegaron a adoptar un papel predominante en los asuntos del Estado, hecho que debió enfrentar continuamente a la monarquía y el clero. Desde el primer momento de su reinado, el joven monarca mostró su interés por una divinidad que habría ido adquiriendo importancia en los círculos palaciegos desde el reinado de su abuelo, el dios Atón. La religión egipcia desde hacía milenios estaba repleta de dioses, había un dios o diosa para cada cosa y cada fenómeno natural: el cielo, el aire, el viento, la lluvia, el fuego, la crecida del Nilo; incluso dioses regionales que solamente se conocían en determinados lugares. Más de 2,000 dioses se podían contabilizar y cada uno de ellos tenía un lugar importante en las cosmologías religiosas del país, siendo algunos de los más importantes Amón (el oculto), Anubis (guardián de los cementarios), Hapy (señor del Nilo), Bes (el protector), Hathor (señora de la belleza, la maternidad y el amor), Horus (el alcón), Isis (la de los mil nombres), Osiris (señor de los muertos), Ra (rey de la creación), Set (el rojo), Sobek (el cocodrilo), etc. A partir del tercer año de su reinado, empezó a perfilar lo que llegaría a ser la primera gran reforma religiosa de la historia de la Humanidad. En el templo de Karnak esculpió junto a su nombre real el nombre del dios Atón, como principal divinidad relacionada con la monarquía, desplazando de esta ma una gran persecución cerrando todos los cultos a los dioses, borrando todos los nombres de Amón y cerrando sus templos por todo el país. Desterró a todos los dioses. A partir de ese momento, el único dios que debe regir la religiosidad de Egipto será Atón, por encima de los demás dioses. Esta divinidad era una de las numerosas formas del dios Ra, el dios Sol, en concreto el disco solar. Se le representa mediante un disco solar cuyos rayos terminan en manos que acarician exclusivamente a la familia real, al rey y a la reina, a los que otorga vida y prosperidad. Se trataba de una religión monoteísta, dejando al resto del panteón egipcio fuera de todo culto. El propio faraón pasaría a ser el único intermediario con el dios, apartando y dejando fuera de juego a los sacerdotes. La ciudad del Dios Sol A partir de ese momento el rey cambió su nombre, Amenhotep, que significaba “Amón está satisfecho” o “hágase la voluntad de Amón” por el de Akhenatón cuyo significado reflejaba su nueva ideología: “agradable a Atón”, “útil a Atón” o “resplandor de Atón”. Pero la nueva religión monoteísta requería de nuevos centros de culto, templos dedicados al Sol, y esta gran reforma no sólo abarcaría el ámbito de las creencias, todo debía cambiar. Akhenatón decidió cambiar la capital y trasladar la corte a un nuevo emplazamiento, fundando una nueva urbe en tierra virgen. Para ello el mismo faraón fue el encargado de buscar el nuevo emplazamiento; a medio camino entre la antigua Menfis y Tebas, se localizó un valle junto al río Nilo de grandes dimensiones (unos 162 km2) donde poder albergar unas 50,000 personas. A la nueva capital se la llamó Akhetatón, “el horizonte de Atón”. Hoy en día a ese emplazamiento se lo conoce, de forma errónea, como Amarna. La nueva capital seguía el modelo urbano del antiguo palacio de su padre, pero esta vez todo fue mucho más ambicioso y grandioso. Estaba situada en una llanura árida y rodeada por montañas que reproducían el ideograma utilizado para la palabra “Horizonte” (Akhet). Cada día, al amanecer, se podía obemprendió	64
27	https://eldiariocantabria.publico.es/articulo/cantabria/detenido-vecino-muriedas-21-anos-robos-viviendas-cayon-villacarriedo/20220225132620111860.html	La Guardia Civil ha detenido a un vecino de Muriedas (Camargo) de 21 años como presunto autor de tres robos en viviendas cometidos el pasado mes de enero en los municipios de Santa María de Cayón y Villacarriedo, uno de ellos con violencia, y por un delito de tráfico de drogas.	65
27	https://eldiariocantabria.publico.es/articulo/cantabria/detenido-vecino-muriedas-21-anos-robos-viviendas-cayon-villacarriedo/20220225132620111860.html	En la operación, denominada 'Piscardos', también se ha detenido a otros dos individuos, a uno de ellos por un delito de receptación, por intentar vender algunos de los objetos robados, principalmente artículos electrónicos, y a otro por su supuesta participación en uno de los robos.	66
27	https://eldiariocantabria.publico.es/articulo/cantabria/detenido-vecino-muriedas-21-anos-robos-viviendas-cayon-villacarriedo/20220225132620111860.html	En los robos, registrados en Santa María de Cayón, La Abadilla de Cayón y Villacarriedo, el detenido se habría apoderado de televisores, una cámara fotográfica, teléfonos móviles, un ordenador o consola de videojuegos, además de joyas y dinero, entre otros efectos.	67
27	https://eldiariocantabria.publico.es/articulo/cantabria/detenido-vecino-muriedas-21-anos-robos-viviendas-cayon-villacarriedo/20220225132620111860.html	Los agentes encargados de la investigación averiguaron que un hombre pretendía vender un televisor y una cámara fotográfica procedentes de uno de los robos, al que localizaron y detuvieron a finales de enero como presunto autor de un delito de receptación, recuperando dichos efectos. Este individuo ya había sido detenido en octubre del año pasado como supuesto autor de 15 robos con fuerza en establecimientos.	68
27	https://eldiariocantabria.publico.es/articulo/cantabria/detenido-vecino-muriedas-21-anos-robos-viviendas-cayon-villacarriedo/20220225132620111860.html	También se identificó al vecino de Muriedas como presunto autor de los robos en las viviendas, el cual ya había sido detenido con anterioridad por otros siete robos con fuerza en Camargo. Además, se averiguó que en el robo de Villacarriedo habría participado otro hombre de 26 años y residente en la zona de Piélagos.	69
27	https://eldiariocantabria.publico.es/articulo/cantabria/detenido-vecino-muriedas-21-anos-robos-viviendas-cayon-villacarriedo/20220225132620111860.html	Una vez conseguidas diferentes pruebas, el pasado 21 de febrero se detuvo al vecino de Muriedas, en cuyo domicilio se encontraron diferentes efectos procedentes de los robos, una pistola de aire comprimido y cinco cartuchos para uso en armas cortas.	70
27	https://eldiariocantabria.publico.es/articulo/cantabria/detenido-vecino-muriedas-21-anos-robos-viviendas-cayon-villacarriedo/20220225132620111860.html	También se hallaron pruebas de presunto tráfico de sustancias estupefacientes, al encontrar tabletas de hachís de más de 150 gramos y una bolsa con marihuana, así como útiles para dosificar y distribuir la droga, como envoltorios o una báscula de pesaje. Asimismo, el día 22 de febrero se detuvo al sospechoso residente en Piélagos.	71
29	https://enfermeriazamora.com/calendario-de-fiestas-laborales-para-2021/	Resolución de 28 de octubre de 2020, de la Dirección General de Trabajo, por la que se publica la relación de fiestas laborales para el año 2021.	72
