json_line_no	url	text	line_id
78	https://gtnsport3.ru/%D0%BD%D0%B5%D0%B7%D0%B0%D0%B2%D0%B8%D1%81%D0%B8%D0%BC%D0%B0%D1%8F-%D0%BE%D1%86%D0%B5%D0%BD%D0%BA%D0%B0-%D0%BA%D0%B0%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B0-%D1%83%D1%81%D0%BB%D0%BE%D0%B2%D0%B8%D0%B9/	Независимая оценка качества условий образовательной деятельности — Гатчинская детско-юношеская спортивная школа №3	18
78	https://gtnsport3.ru/%D0%BD%D0%B5%D0%B7%D0%B0%D0%B2%D0%B8%D1%81%D0%B8%D0%BC%D0%B0%D1%8F-%D0%BE%D1%86%D0%B5%D0%BD%D0%BA%D0%B0-%D0%BA%D0%B0%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B0-%D1%83%D1%81%D0%BB%D0%BE%D0%B2%D0%B8%D0%B9/	План мероприятий, направленных на улучшение условий осуществления образовательной деятельности осуществления образовательной деятельности в МБОУ ДО «Гатчинская ДЮСШ №3»	19
78	https://gtnsport3.ru/%D0%BD%D0%B5%D0%B7%D0%B0%D0%B2%D0%B8%D1%81%D0%B8%D0%BC%D0%B0%D1%8F-%D0%BE%D1%86%D0%B5%D0%BD%D0%BA%D0%B0-%D0%BA%D0%B0%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B0-%D1%83%D1%81%D0%BB%D0%BE%D0%B2%D0%B8%D0%B9/	Отчет по исполнению плана работы по независимой оценке качества условий осуществления образовательной деятельности за 2021 год	20
82	http://www.tinlib.ru/politika/vsja_premerskaja_rat/p11.php	Несколько лет назад братья Клюевы пытались купить австрийский банк Burgenland. Впрочем, несмотря на то, что они предлагали за банк цену вдвое большую, сделать этого им так и не удалось. «Да, я считаю, что против нас в Австрии была осуществлена дискриминация по национальному признаку. Местный губернатор заявил, что (при продаже банка)они предпочли решение в пользу австрийских покупателей. Несмотря на разницу в цене более чем в 2,5 раза в нашу пользу!», - говорит Сергей Петрович («Украинская правда», 10 ноября 2006 г.).	21
96	https://kinbiblioteka.ru/blog-post_764/	"Киновикторина ""Пришельцы среди нас"" – Кинешемская городская центральная библиотека имени В.А. Пазухина"	22
96	https://kinbiblioteka.ru/blog-post_764/	Сегодня наш разговор пойдет о космической фантастике. Космическая фантастика — это поджанр научной фантастики. Ее отличительная особенность в том, что основной сюжет разворачивается в космическом пространстве, на различных планетах Солнечной Системы или за ее пределами.	23
96	https://kinbiblioteka.ru/blog-post_764/	Предлагаем вам ответить на вопросы кино-викторины, составленной по произведениям русских и зарубежных писателей-фантастов.	24
107	http://www.ideas.kz/o_kompanii_entensys	Офис компании находится в Научном центре Новосибирска - Академгородке, с советских времен известном как один из центров России по подготовке высококвалифицированных научных кадров и имеющим гигантский научный и творческий потенциал.	25
121	https://tululu.org/read75479/	Аннотация: Культовый писатель XX в. Хантер С. Томпсон стал классикой американской контркультуры начала семидесятых и остается классикой и по сей день. Роман «Страх и отвращение в Лас-Вегасе» выдержал 30 переизданий, переведен на многие языки, в том числе на японский, французский, итальянский. Абсолютный бестселлер, позиции которого на книжном рынке упрочила его экранизация знаменитым режиссером Терри Гильямом.	26
123	https://mo-72.spb.ru/news-207640-stokgolm-predlogil-finskim-vvs-vmeste-zaschischat-nebo-shvetsii-ot-rossii.html	07:12, Февраль 21, 2021 Поскольку Финляндия является вероятной потенциальной точкой для «вторжения российских войск», ей следует как можно скорее озаботиться своей обороноспособностью......	27
124	https://www.zlatgravura.ru/catalog/gravyura/gravyura-quot-rassvet-quot/	Гравюра «Рассвет» (Размер: 120*330 мм) на металле купить в Челябинске с доставкой по России по цене 1 350 руб. | Магазин сувенирной продукции «Златоустовская гравюра на стали»	28
129	https://wiki-minecraft.ru/%D0%91%D0%BB%D0%BE%D0%BA_%D0%B0%D0%B4%D1%81%D0%BA%D0%BE%D0%B3%D0%BE_%D0%BA%D0%B8%D1%80%D0%BF%D0%B8%D1%87%D0%B0	В данной статье используются материалы из статьи «Адский кирпич» с вики-сайта Minecraft Wiki, расположенного на Фэндоме, и они распространяются согласно лицензии Creative Commons Attribution-Share Alike. Авторы статьи.	29
135	https://dentalmagazine.ru/posts/ortopedicheskaya-reabilitaciya-bolnyx-s-defektami-nizhnej-chelyusti-s-ispolzovaniem-litejnogo-stomatologicheskogo-splava-titanid-3.html	Ортопедическая реабилитация больных с дефектами нижней челюсти с использованием литейного стоматологического сплава «Титанид» - DENTALMAGAZINE.RU	30
139	https://pets2.me/bok/gryzuny/homyaki/vidy-hom/siriyskiy-hom	Хомяки являются одними из самых популярных животных, которых можно встретить в домах и квартирах в качестве домашних питомцев. Это объясняется тем, что для них не требуются особые условия содержания и уход, они доброжелательны, легко даются в руки и ...	31
139	https://pets2.me/bok/gryzuny/homyaki/vidy-hom/siriyskiy-hom	Если вы решили приобрести домашнего питомца и думаете, на каком животном остановить свой выбор, стоит рассмотреть возможность обзавестись хомячком. Это милое существо необременительно в уходе, информацию о нём можно почерпнуть из многих открытых ...	32
145	https://xn--29-1lc1c.xn--p1ai/news/aktualno-dlya-pchel	Актуально для пчел. - Центр компетенций в сфере сельскохозяйственной кооперации и поддержки фермеров Архангельской области	33
145	https://xn--29-1lc1c.xn--p1ai/news/aktualno-dlya-pchel	Изобретение доцента кафедры частной зоотехнии биолого-технологического факультета Алтайского государственного аграрного университета Сергея Кузовлева, защищенное патентом Федеральной службы интеллектуальной собственности за № 2769738, позволит пчеловодам не только сэкономить силы и средства, но и эффективно обеспечить сохранность пчелосемей во время зимовки.	34
154	https://www.playground.ru/sniper_ghost_warrior_2/humor	Тут пока ничего нет. Добавьте игру в список избранного, нажав на кнопку «подписаться», и будьте всегда в курсе последних событий по игре Sniper: Ghost Warrior 2. Вы можете также поучаствовать в развитии проекта: напишите первый пост по этой игре.	35
158	https://skovorodnevskij.ru/index.php/novosti-i-sobytiya/informatsiya-pensionnogo-fonda/1215-v-avguste-rabotayushchie-pensionery-poluchat-pribavku-k-pensii	В августе работающие пенсионеры получат прибавку к пенсии - Официальный сайт Администрации Сковородневского сельсовета Хомутовского района Курской области	36
161	https://m-logos.ru/news/daijest_novostei_rossyskogo_i_zarubegnogo_nalogovogo_prava_za_aprel_-_iun_2015_g/	"Дайджест новостей российского и зарубежного налогового права за апрель — июнь 2015 г. - Юридический институт ""М-Логос"" - Юридические семинары и курсы повышения квалификации"	37
164	https://mo-72.spb.ru/news-191287-podtvergden-vypusk-pervyh-smartfonov-ot-nezavisimoj-kompani-honor-v-rf.html	15:24, Февраль 15, 2021 В базе Евразийской экономической комиссии (ЕЕС) появилось несколько моделей новых смартфонов от Honor....	38
168	https://axios.world/ikony/ikona-pid-starovinu-svyatiy-prepodobniy-sergiy-radonezkiy-13h17-sm-pd000922.html	Икона под старину Святой Преподобный Сергий Радонежский 13х17 см (ПД000922) - купить в интернет магазине Axios	39
176	https://kst.nhliga.org/news_region/view/17906	"Важная информация от Лиги ""Ночная Хоккейная Лига. приостанавливает проведение IX сезона | Ночная хоккейная лига. Костромская область"	40
176	https://kst.nhliga.org/news_region/view/17906	Региональный чемпионат Костромской области не состоится в сезоне 2020/2021. Важное в изменении в РАСПИСАНИИ на предстоящие выходные!!! Важная информация об изменении в расписании игр на предстоящие выходные в связи с турнирами на Арене	41
185	https://orenlib.ru/news/sobytija-i-meroprijatija-5/	17 мая 2022 в Оренбургской областной библиотеке им. Н.К. Крупской состоялся правовой лекторий для студентов «Ты попал в полицию...».	42
185	https://orenlib.ru/news/sobytija-i-meroprijatija-5/	На мероприятие были приглашены учащиеся Оренбургского автотранспортного колледжа имени Заслуженного учителя Российской Федерации В.Н. Бевзюка.	43
187	http://ard-service.ru/otraslevye-i-proizvodstvennye-resheniya/stroitelstvo	"Описание функциональных возможностей программного продукта ""1С:Предприятие 8. Бухгалтерия строительной организации"" Программный продукт ""1С:Предприятие 8. Бухгалтерия строительной организации"" включает технологическую платформу ""1С:Предприятие 8"", весь функционал конфигурации ""Бухгалтерия предприятия"" и конфигурацию (прикладное решение) ""Бухгалтерия строительной организации""."	44
189	http://www.guidebanking.ru/gbanks-547-2.html	Согласно европейскому законодательству в рамках Директив Европейского Совета (96/6/ЕЭС от 15.03.1996 - GuideBanking.ru	45
205	https://miem.hse.ru/quantum/news/keywords/225320019/page4.html	Тема «квантовая наноэлектроника» — Страница 4 — Новости — Научно-учебная лаборатория квантовой наноэлектроники — Национальный исследовательский университет «Высшая школа экономики»	46
208	https://fond.region35.ru/news/9050-rublej-sobrano-v-ramkah-blagotvoritelnoj-yarmarki-deti-detyam	9050 рублей собрано в рамках благотворительной ярмарки «Дети-детям» | Благотворительный фонд «Хорошие люди», Вологда	47
210	http://www.edu-lesnoy.ru/okruzhnye-sorevnovaniya-spasatel-posvyashhennye-pamyati-geroya-rossijskoj-federaczii-v-v-zamaraeva-2019/	"Окружные соревнования «Спасатель», посвященные памяти Героя Российской Федерации В.В.Замараева – 2019 – Управление образования ГО ""Город Лесной"""	48
212	https://www.institute-of-education.com/courses/1987	Освоившие данный курс слушатели, получают Диплом установленного образца о профессиональной переподготовке,дающий право ведения нового вида профессиональной деятельности, с присвоением новой квалификации «Социальный педагог» 260 часов.	49
213	https://yunarmy.ru/events/patrioticheskiy-chas-voiny-dukha/	Командир 2-го парашютно-десантного батальона 104-го гвардейского Краснознамённого парашютно-десантного полка Марк Евтюхин родился в Йошкар-Оле. Прошло 20 лет с того дня, как 6 рота под командованием Евтюхина остановила группу вооруженных боевиков. Нашему земляку присвоено звание Герой России (посмертно). О его жизни, подвиге и том, почему вызвал огонь на себя, ты сможешь узнать на патриотическом часе.	50
215	http://www.autotruck-press.ru/news/6669/	Напомним, ранее обновленный Toyota Hilux предлагался в России только с усовершенствованным дизельным двигателем объемом 2,8 литра, мощность котороuj составляет 200 л.с. при 3400 об/мин, а крутящий момент увеличился до 500 Н×м, доступных уже с 1600 об/мин.	51
217	https://irbis.spb.ru/news/679803/genskaya-sbornaya-saudovskoj-aravii-provela-pervyj-match-v-istorii-genschin-v-strane-ne-puskali-na-f.html	15:27, Февраль 21, 2022 Женская сборная Саудовской Аравии провела первый международный матч в истории. В товарищеской игре футболистки с Ближнего Востока обыграли сборную Сейшельских островов (2:0). Автором первого гола в ис...	52
217	https://irbis.spb.ru/news/679803/genskaya-sbornaya-saudovskoj-aravii-provela-pervyj-match-v-istorii-genschin-v-strane-ne-puskali-na-f.html	Полузащитник ЦСКА Юсуф Языджи вспомнил свой первый матч, который он провёл на поле «ВЭБ Арены». «Со своей сборной я играл здесь товарищеский матч с Р …	53
218	https://argumentiru.com/2021/02/sm-520793	В Минсельхозе заявили, что информацией о повышении цен со стороны поставщиков не располагают. По данным ведомства, цены на продукцию птицеводства остаются практически неизменными на протяжении последних лет и предпосылок для их увеличения нет. В министерстве добавили, что работают с производителями, чтобы не допустить необоснованного роста стоимости продукции.	54
221	https://kinovbros.ru/brajton-v-igre-s-myu-oderzhal-krupnejshuyu-pobedu-v-vysshem-divizione-za-356-matchej/	«Брайтон» в 36-м туре АПЛ крупно обыграл «Манчестер Юнайтед» (4:0). Для команды Грэма Поттера это крупнейшая победа в высшем дивизионе.	55
221	https://kinovbros.ru/brajton-v-igre-s-myu-oderzhal-krupnejshuyu-pobedu-v-vysshem-divizione-za-356-matchej/	В развороте «Северного потока — 2» в Россию не увидели смысла Планы по газификации северо-запада России с помощью сухопутных мощностей газопровода «Северный поток — 2», замороженного Германией на неопределенный срок из-за ситуации на Украине, […]	56
226	https://maou33.online/?p=13070	А.П.Чехов «Попрыгунья», «Душечка», «Ионыч», «Цветы запоздалые», «Человек в футляре», пьеса «Вишневый сад»	57
226	https://maou33.online/?p=13070	Подведены итоги муниципального этапа Всероссийской Большой олимпиады «Искусство – Технологии – Спорт» »	58
227	https://poznayka.org/s38236t1.html	(от лат. determino — определяю), филос. учение об объективной закономерной взаимосвязи и взаимообусловленности явлений материального и духовного мира. Центральным ядром Д. служит положение о существовании причинности, т. е. такой связи явлений, в которой одно явление (причина) при вполне определ. условиях с необходимостью порождает, производит другое явление (следствие).	59
229	https://russvet.ru/news/rs_news/1070872/	"19 Сентября 2018 г., 08:55	 Компания EKF – российский производитель широкого спектра электротехнического оборудования – представила новую линейку цифровых измерительных аппаратов Expert, в которую входят универсальные тестеры (мультиметры), токоизмерительные клещи и инфракрасный измеритель температуры."	60
233	https://media73.ru/2021/rukovoditel-upravleniya-federalnogo-kaznacheystva-po-ulyanovskoy-oblasti-dmitriy-chugunkov-prinyal-u	"Руководитель Управления Федерального казначейства по Ульяновской области Дмитрий Чугунков принял участие в Едином дне голосования - Новости Ульяновска ""Медиа73"""	61
233	https://media73.ru/2021/rukovoditel-upravleniya-federalnogo-kaznacheystva-po-ulyanovskoy-oblasti-dmitriy-chugunkov-prinyal-u	Руководитель Управления Федерального казначейства по Ульяновской области Дмитрий Чугунков принял участие в Едином дне голосования	62
233	https://media73.ru/2021/rukovoditel-upravleniya-federalnogo-kaznacheystva-po-ulyanovskoy-oblasti-dmitriy-chugunkov-prinyal-u	17 сентября 2021 года сотрудники Управления Федерального казначейства по Ульяновской области наряду с гражданами всей страны принимают участие в голосовании на выборах депутатов Государственной думы Федерального собрания Российской Федерации VIII созыва и губернатора Ульяновской области.	63
235	https://zakonbase.ru/content/part/1079612	Статья 4 ФЕДЕРАЛЬНЫЙ ЗАКОН от 25-11-2009 267-ФЗ (ред от 21-11-2011) О ВНЕСЕНИИ ИЗМЕНЕНИЙ В ОСНОВЫ ЗАКОНОДАТЕЛЬСТВА РОССИЙСКОЙ ФЕДЕРАЦИИ ОБ ОХРАНЕ ЗДОРОВЬЯ ГРАЖДАН И ОТДЕЛЬНЫЕ ЗАКОНОДАТЕЛЬНЫЕ АКТЫ РОССИЙСКОЙ ФЕДЕРАЦИИ	64
235	https://zakonbase.ru/content/part/1079612	Закрыть Федеральный закон О воинской обязанности и военной службе N 53-ФЗ закон о государственной гражданской службе трудовой кодекс рф 2017 Налоговый кодекс РФ (НК РФ) (часть 1)(скачать) жк рф закон о защите прав потребителей закон о порядке выезда закон об ао закон о сми 2017 закон о банкротстве	65
237	https://mo-72.spb.ru/news-122175-novyj-samolet-il114300-sovershil-svoj-vtoroj-polet.html	"06:00, Январь 20, 2021 Второй полет регионального турбовинтового пассажирского самолета Ил-114-300 состоялся в рамках испытаний нового воздушного судна. Завершение сертификации и начало серийных поставок планируется в 2022 году, рассказал главный конструктор ПАО ""Ил"" Сергей Ганин..."	66
238	http://www.kartalyraion.ru/?set-aa=special	В городе Карталы прошло торжественное мероприятие «Героям необъявленной войны», посвященное Дню ветеранов боевых действий	67
240	https://zt116.ru/news/1/almetevtsam-soobshhayut-o-poryadke-vozmeshheniya-po-strahovym-vkladam	Вкладчик, наследник или правопреемник (их представители) вправе обратиться в Агентство по страхованию вкладов (либо в определенный Агентством банк) с требованием о выплате возмещения по вкладам со дня наступления страхового случая до дня завершения конкурсного производства (принудительной ликвидации), а при введении Банком России моратория на удовлетворение требований кредиторов - до дня окончания действия моратория.	68
241	https://www.rosbalt.ru/world/2017/06/16/1623593.html	Число погибших в результате взрыва у детского сада в китайской провинции Цзянсу выросло до восьми человек, передает China Global Television Network.	69
244	https://gazetasoglasie.ru/category/vagno/	С апреля по 15 июля на территории Республики Адыгея проводится первый этап общероссийской акции «Призывник». Цель — организация и проведение мероприятий, направленных на профилактику незаконного оборота и потребления наркотических средств среди лиц, достигших призывного возраста. При выявлении фактов незаконного потребления и оборота наркотических средств и психотропных веществ, распространения наркотиков среди призывников, допризывной молодежи просьба сообщать по телефонам: 8 (87771) 96502; 8 (999) 4492975 — дежурная часть ОМВД России по Тахтамукайскому району».	70
245	https://peoplesalliance.ru/news-384169-v-moskve-skonchalis-esche-24-patsienta-s-koronavirusom.html	01:10, Июль 5, 2020 В Москве, по данным оперативного штаба, за минувшие сутки умерли ещё 24 пациента с коронавирусом. Общее число жертв увеличилось до 3 953....	71
247	https://ovideo.ru/film/271102	Смотрите фильм «Эйфория (2017)» в мировом прокате с 8 сентября 2017 г., в российском прокате с 1 февраля 2018 г.	72
251	https://perm.hse.ru/ba/law/courses/339576741.html	Главная → НИУ ВШЭ в Перми → Образовательные программы бакалавриата → Факультет социально-экономических и компьютерных наук → Образовательная программа «Юриспруденция» → Учебные курсы → Муниципальное право 2020 и 2021 учебного года	73
252	https://vecherniy.kharkov.ua/news/43285/	Школьная форма, реализуемая в Украине, в большинстве своем низкого качества. Во многих случаях она содержит опасные для здоровья ребенка синтетические волокна, содержание которых превышает законодательно установленные нормы.	74
252	https://vecherniy.kharkov.ua/news/43285/	"Об этом свидетельствуют результаты последнего исследования государственного предприятия ""Всеукраинский государственный научно-производственный центр стандартизации, метрологии, сертификации и защиты прав потребителей"" (ГП ""Укрметртестстандарт"")."	75
256	https://base.garant.ru/199061/	"Информационное письмо Министерства здравоохранения и социального развития РФ от 06.08.2010 N 12-3/10/2-6752 ""О восстановлении трудовых книжек граждан, утраченных в результате стихийных природных пожаров"" | ГАРАНТ"	76
281	http://pet-ct.su/Oncology-at-Aachen-University-Hospital/	ПЭТ КТ (PET CT) - позитронно-эмиссионная томография (ПЭТ) и компьютерная томография (КТ) // Онкология в Униклинике Аахен	77
300	https://trunovskoe.ru/news/detail.php?id=1246254	Сжигание сухой травы – опасно для жизни и имущества! | Администрация Труновского сельского поселения Краснозоренского муниципального района Орловской области	78
307	https://class.domrodnoi.ru/wpm/kurs-odeyalo-alfavit/6-loskutnyj-blok-ischezajushhaya-devyatka/	"Главная Курсы и мастер-классы Курс ""Лоскутное одеяло ""Алфавит"" 6. Лоскутный блок «Исчезающая девятка»"	79
325	http://www.kim.ee/ru/novosti/nedelya-3-po-paskhe	15 мая 2021 года, в канун Недели 3-й по Пасхе, святых жён-мироносиц, было совершено Всенощное бдение, а в сам воскресный день 16 мая совершена Божественная Литургия, которую возглавил настоятель храма иерей Артемий Бондарев в сослужении протоиерея Андрея Васильева.	80
333	https://admissions.hse.ru/news/admission/page16.html	Поступающим – Страница 16 – Новости – Иностранным абитуриентам – Национальный исследовательский университет «Высшая школа экономики»	81
339	https://mo-72.spb.ru/news-25653-putin-otsenil-situatsiyu-s-zarubegnymi-internetplatformami.html	"21:24, Декабрь 11, 2020 Президент России Владимир Путин в ходе заседания Совета по правам человека прокомментировал ситуацию с зарубежными интернет-платформами и развитием технологий в стране. Об этом сообщает РИА ""Новости"". По его словам, иностранные ......"	82
345	https://adelwiki.dhi-moskau.de/index.php?title=%D0%AE%D1%80%D1%8C%D0%B5%D0%B2%D0%BE,_%D0%92%D0%BE%D0%BB%D0%BE%D1%82%D0%BA%D0%BE%D0%B2%D0%BE_%D1%82%D0%BE%D0%B6,_%D0%94%D0%BC%D0%B8%D1%82%D1%80%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9_%D1%83.,_%D0%9C%D0%BE%D1%81%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%B0%D1%8F_%D0%B3%D1%83%D0%B1.&diff=prev&oldid=176149	"|название= '''Юрьево, Волотково тож''', село (с 16727 г.)<ref name=""сноскаХ2"">Холмогоров В., Холмогоров Г. Исторические материалы о церквах и селах XVI-XVIII вв. Т. 11. Дмитровская десятина. М., 1913. С. 208.</ref>,<ref name=""сноскаК1"">Кусов В.С. Земли Московской губернии в XVIII в. Карты уездов. Описание землевладений. Т. 1-2. М., 2004. Т. 1. С. 223. (Дмитровский уезд). </ref>."	83
346	https://urait.ru/book/istoriya-socialnoy-mediciny-v-rossii-467763	Мягтина, Н. В. История социальной медицины в России : учебное пособие для вузов / Н. В. Мягтина. — Москва : Издательство Юрайт, 2021. — 212 с. — (Высшее образование). — ISBN 978-5-534-14079-8. — Текст : электронный // Образовательная платформа Юрайт [сайт]. — URL: https://urait.ru/bcode/467763 (дата обращения: 03.07.2022).	84
352	http://mfc.shatki.info/index.php?option=com_content&view=article&id=139:izmenen-poryadok-ispolzovaniya-elektronnoj-podpisi-pri-provedenii-sdelok-s-nedvizhimostyu&catid=10&lang=ru&Itemid=118	Главная Новости Изменен порядок использования электронной подписи при проведении сделок с недвижимостью	85
355	https://fiso96.ru/novosti/?page=1	Повторно объявлен аукцион по аренде нежилых помещений, расположенных по адресу: Свердловская область, г. Нижний Тагил, ул. Монтажников, д. 80	86
355	https://fiso96.ru/novosti/?page=1	Объявлены аукционы на право заключения договоров аренды земельных участков для ИЖС в городе Екатеринбурге.	87
355	https://fiso96.ru/novosti/?page=1	Внимание! Объявлен аукцион на право заключения договора купли-продажи объекта культурного наследия «Усадьба купца А.Л. Войтехова: Доходный дом», расположенного по адресу: Свердловская область, г. Невьянск, ул. Кирова, д. 16	88
357	https://afmedia.ru/340	У девочки сильный и волевой характер. Кроме плаванья, Джессика занималась многими видами спорта, включая гимнастику, черлидинг, катание на коньках, велосипед, ходули и скалолазание. Джессика — евангельская христианка. Как известно, евангельские христиане России принесли в копилку сборной полный комплект медалей (золото, серебро и бронзу).	89
364	https://gazeta-nd.com.ua/rubrics/dela-razumnye/662.php	Украинцам нет никакого резона отказываться от русского имени, если они при этом не хотят отказаться от своей богатейшей истории	90
377	http://xn--80aer5aza.xn--80adfeoaql1bt.xn--p1ai/new.php?id_news=79&razdel=news	Информация для жителей Приморского края о предоставлении «дальневосточного гектара». Новости. Органы местного самоуправления Дмитриевского сельского поселения Черниговского района Приморского края	91
382	https://hypnoguru.ru/tag/%D0%91%D1%80%D0%B5%D0%B9%D0%B4	Брейд - Гипноз и гипнотерапия. Личностный рост, развитие способностей, эриксоновский гипноз, внушение.	92
385	https://neva-lavra.ru/ru/kresty/pravoslavniy-krest-bez-raspyatiya-s-granatom	Тонкий изящный православный крест из серебра с позолотой с округлыми концами, в средокрестии украшен кабошоном граната, который, с одной стороны, напоминает об искупительной жертве Христа, с другой, является знаком победы над смертью.	93
388	http://www.ros-ritual.ru/moscow/graveyards/pri_Nikolskoy_tserkvi	Кладбище при Никольской церкви открыто для посещений ежедневно с мая по сентябрь с 9 часов до 19 часов и с октября по апрель с 9 часов до 17 часов. Захоронения на кладбище производятся ежедневно с 9 часов до 17 часов.	94
