Sent ID,Source,Reference,MT,Model,Score,Unbabel/XCOMET-XL,Unbabel/wmt23-cometkiwi-da-xxl,Unbabel/wmt23-cometkiwi-da-xl,Unbabel/XCOMET-XXL,google/metricx-23-qe-large-v2p0,google/metricx-23-qe-xl-v2p0,CometMT,xcomet-metricX-XL,xcomet-ensemble,Unbabel-QE,Unbabel/XCOMET-XL (mqm),Unbabel/XCOMET-XXL (mqm),xcomet-xxl-mqm-ensemble,xcomet-kiwi,xcomet-xxl-mqm-ensemble-prod,xcomet-kiwi-prod,xcomet-ensemble-prod,xCOMET-XL (Ref),xCOMET-XXL (Ref),CometMT-MBR
8,DHS hires law firm to handle possible Alejandro Mayorkas impeachment proceedings,"DHS engagiert Anwaltskanzlei, um mögliches Amtsenthebungsverfahren gegen Alejandro Mayorkas zu bearbeiten","Das DHS beauftragt eine Anwaltskanzlei, um im Falle eines Amtsenthebungsverfahrens gegen Alejandro Mayorkas tätig zu werden",ALMA-R,84,0.9648000001907348,0.8465657830238342,0.740502119064331,0.9793483018875122,0.76850426,0.079862505,0.8911836743354797,0.4424687475953673,0.9720741510391236,0.8649762868881226,-4,-2,-0.5103258490562439,0.9129570424556732,-1.9586966037750244,0.8290827620404642,0.9448752418478676,0.9824000597000122,0.9803644418716432,0.89792025
8,DHS hires law firm to handle possible Alejandro Mayorkas impeachment proceedings,"DHS engagiert Anwaltskanzlei, um mögliches Amtsenthebungsverfahren gegen Alejandro Mayorkas zu bearbeiten",Das DHS beauftragt eine Anwaltskanzlei mit der Abwicklung eines möglichen Amtsenthebungsverfahrens gegen Alejandro Mayorkas,Google,84,0.9911999702453612,0.8287408351898193,0.7777494192123413,0.9911999702453612,0.66544616,0.049570188,0.8963645100593567,0.4708148911226806,0.9911999702453612,0.9173501133918762,-1,-1,-0.0044000148773193,0.9099704027175904,-0.9911999702453612,0.8214478911812647,0.982477381014405,1.0,0.9815752506256104,0.91613305
8,DHS hires law firm to handle possible Alejandro Mayorkas impeachment proceedings,"DHS engagiert Anwaltskanzlei, um mögliches Amtsenthebungsverfahren gegen Alejandro Mayorkas zu bearbeiten",DHS beauftragt eine Anwaltskanzlei mit der Bearbeitung möglicher Amtsenthebungsverfahren gegen Alejandro Mayorka,Tower-7b,84,0.9911999702453612,0.7816154360771179,0.751615047454834,1.0,0.6720585,0.1629742,0.9085212349891664,0.4141128851226806,0.9955999851226808,0.9312977194786072,-1,0,0.5,0.890807718038559,0.0,0.7816154360771179,0.9911999702453612,0.9648000001907348,0.9824000597000122,0.92176527
8,DHS hires law firm to handle possible Alejandro Mayorkas impeachment proceedings,"DHS engagiert Anwaltskanzlei, um mögliches Amtsenthebungsverfahren gegen Alejandro Mayorkas zu bearbeiten",DHS beauftragt eine Anwaltskanzlei mit möglichen Amtsenthebungsverfahren gegen Alejandro Mayorkas,Tower-13b,97,0.9735999703407288,0.5496358275413513,0.7556483745574951,0.9756630659103394,0.7696302,0.28613317,0.9072398543357848,0.3437334001703643,0.974631518125534,0.8844032287597656,-3,-2,-0.5121684670448303,0.7626494467258453,-1.9513261318206787,0.5362593766331614,0.9499055320328508,1.0,0.9610904455184937,0.9131167
8,DHS hires law firm to handle possible Alejandro Mayorkas impeachment proceedings,"DHS engagiert Anwaltskanzlei, um mögliches Amtsenthebungsverfahren gegen Alejandro Mayorkas zu bearbeiten","DHS beauftragt Anwaltskanzlei, um mögliche Amtsenthebungsverfahren gegen Alejandro Mayorkas zu bearbeiten",GPT-4,94,0.9471999406814576,0.724242091178894,0.6831291913986206,0.9500826001167296,0.78805363,0.27017358,0.916261613368988,0.3385131803407288,0.9486412703990936,0.8505995869636536,-6,-3,-1.0249586999416351,0.8371623456478119,-2.8502478003501888,0.6880898091012212,0.8999181824730513,0.9824000597000122,0.952707052230835,0.9052974
11,Four teens charged in attack of 14-year-old who died of suicide after beating video was posted online,"Vier Teenagerinnen verurteilt nach Angriff auf 14-Jährige, die an Suizid starb, nachdem Prügelvideo online gestellt wurde","Vier Teenager angeklagt wegen Angriff auf 14-Jährigen, der sich nachdem ein Video der Prügelattacke online gestellt wurde, das Selbstmordopfer wurde",Tower-13b,50,0.8450857400894165,0.3705392479896545,0.4171181917190552,0.8753470182418823,1.1158187,3.991434,0.6599171757698059,-1.5731741299552915,0.8602163791656494,0.5223034024238586,-1,-5,-2.062326490879059,0.6229431331157684,-4.376735091209412,0.3243504258693334,0.7397432827460051,0.7956817150115967,0.8624866008758545,0.7159775
11,Four teens charged in attack of 14-year-old who died of suicide after beating video was posted online,"Vier Teenagerinnen verurteilt nach Angriff auf 14-Jährige, die an Suizid starb, nachdem Prügelvideo online gestellt wurde","Vier Jugendliche angeklagt wegen Angriff auf 14-Jährigen, der sich nach Veröffentlichung des Videos Selbstmord beging",Tower-7b,68,0.91329824924469,0.6171924471855164,0.5796615481376648,0.9379695653915404,0.9921836,1.0717891,0.6951788067817688,-0.0792454253776549,0.9256339073181152,0.6637294292449951,-5,-4,-1.5310152173042295,0.7775810062885284,-3.7518782615661617,0.57890773144954,0.8566459619168967,0.870517909526825,0.9114595651626588,0.78255355
11,Four teens charged in attack of 14-year-old who died of suicide after beating video was posted online,"Vier Teenagerinnen verurteilt nach Angriff auf 14-Jährige, die an Suizid starb, nachdem Prügelvideo online gestellt wurde","Vier Jugendliche wegen Angriffs auf 14-Jährigen angeklagt, der Selbstmord beging, nachdem ein Video von der Prügelattacke online gestellt wurde.",GPT-4,93,0.902779221534729,0.7996108531951904,0.7355315685272217,0.9646682739257812,0.91769195,0.6170721,0.8138236999511719,0.1428535607673645,0.9337237477302552,0.8247560858726501,-4,-2,-0.5176658630371094,0.8821395635604858,-1.9293365478515625,0.7713592215641256,0.8708824733739675,0.8881843090057373,0.9273003339767456,0.84087527
11,Four teens charged in attack of 14-year-old who died of suicide after beating video was posted online,"Vier Teenagerinnen verurteilt nach Angriff auf 14-Jährige, die an Suizid starb, nachdem Prügelvideo online gestellt wurde","Vier Jugendliche wegen Angriffs auf einen 14-Jährigen angeklagt, der durch Selbstmord gestorben ist, nachdem ein Prügelvideo online gestellt wurde",Google,75,0.9464349746704102,0.814998209476471,0.7584695816040039,0.9283614158630372,0.8470396,0.84318876,0.8242315053939819,0.051623107335205,0.9373981952667236,0.8597539663314819,-4,-6,-2.535819292068481,0.871679812669754,-5.570168495178224,0.7566128916754168,0.8786337131073197,0.9046496152877808,0.9251887202262878,0.83930457
11,Four teens charged in attack of 14-year-old who died of suicide after beating video was posted online,"Vier Teenagerinnen verurteilt nach Angriff auf 14-Jährige, die an Suizid starb, nachdem Prügelvideo online gestellt wurde","Vier Jugendliche wurden wegen des Angriffs auf einen 14-jährigen, der sich nach der Veröffentlichung des Schlägereien-Videos das Leben nahm, angeklagt",ALMA-R,85,0.9570629000663756,0.7269765734672546,0.7100235223770142,0.942009687423706,0.97101533,0.6080185,0.8011744618415833,0.1745222000331878,0.9495362937450408,0.8253272771835327,-3,-4,-1.528995156288147,0.8344931304454803,-3.768038749694824,0.6848189747362454,0.901562523336352,0.8709087371826172,0.9280768632888794,0.8443887
12,Dad says daughter took her own life after being bullied at NJ school,"Der Vater sagt, die Tochter nahm sich das Leben, nachdem sie in einer Schule in New Jersey gemobbt wurde","Dad sagt, dass Tochter sich das Leben nahm, nachdem sie in einer Schule in New Jersey gemobbt wurde",Tower-7b,84,0.948507845401764,0.7727606892585754,0.739217221736908,0.9823999404907228,1.1978145,0.935397,0.9319942593574524,0.0065554227008819,0.9654538929462434,0.8684201240539551,-5,-2,-0.5088000297546387,0.877580314874649,-1.964799880981445,0.7591600551411944,0.9318140508776768,0.947767972946167,0.9824000597000122,0.913782
12,Dad says daughter took her own life after being bullied at NJ school,"Der Vater sagt, die Tochter nahm sich das Leben, nachdem sie in einer Schule in New Jersey gemobbt wurde","Vater sagt, Tochter habe sich das Leben genommen, nachdem sie in der Schule in New Jersey gemobbt wurde",Google,99,1.0,0.9077885746955872,0.8188585042953491,1.0,0.987991,0.32394707,0.9346750974655152,0.338026465,1.0,0.9552688002586364,0,0,0.5,0.9538942873477936,0.0,0.9077885746955872,1.0,1.0,1.0,0.9185779
12,Dad says daughter took her own life after being bullied at NJ school,"Der Vater sagt, die Tochter nahm sich das Leben, nachdem sie in einer Schule in New Jersey gemobbt wurde","Der Vater sagt, dass seine Tochter sich das Leben genommen hat, nachdem sie in einer NJ-Schule gemobbt wurde",ALMA-R,68,1.0,0.8827288746833801,0.8244445323944092,0.9629526138305664,0.9870018,0.6079254,0.8747449517250061,0.1960373,0.9814763069152832,0.9206125140190125,0,-3,-1.0185236930847168,0.9228407442569732,-2.888857841491699,0.8500260771800754,0.9629526138305664,0.991200029850006,0.9628769159317015,0.8724428
12,Dad says daughter took her own life after being bullied at NJ school,"Der Vater sagt, die Tochter nahm sich das Leben, nachdem sie in einer Schule in New Jersey gemobbt wurde","Vater sagt, Tochter habe ihr eigenes Leben genommen, nachdem sie an einer Schule in New Jersey gemobbt wurde",Tower-13b,90,0.989283800125122,0.8139661550521851,0.8046035170555115,0.9648000001907348,1.1271522,0.6716354,0.9212751984596252,0.1588242000625609,0.9770419001579284,0.9076175093650818,-1,-4,-1.5175999999046326,0.88938307762146,-3.859200000762939,0.7853145465495998,0.9544610105494084,0.9821052551269532,0.991200029850006,0.9118693
12,Dad says daughter took her own life after being bullied at NJ school,"Der Vater sagt, die Tochter nahm sich das Leben, nachdem sie in einer Schule in New Jersey gemobbt wurde","Papa sagt, Tochter nahm sich nach Mobbing an NJ Schule das Leben",GPT-4,85,0.9562493562698364,0.666803777217865,0.7249103784561157,0.9785206317901612,1.6581514,0.80410147,0.8445056676864624,0.0760739431349182,0.9673849940299988,0.8246328234672546,-4,-2,-0.5107396841049194,0.8226622045040131,-1.9570412635803225,0.6524812533632912,0.9357097242460952,0.9551865458488464,0.9844765663146972,0.85635245
15,"Another girl outside of the video frame laughed as she recorded the scene. Two adults came in to break up the attack, with one adult pulling the teens apart. Adriana lay hurt and bruised on the hallway floor as the adult tried to help her up.","Ein anderes Mädchen außerhalb des Videoausschnitts lachte, als sie die Szene aufnahm. Zwei Erwachsene kamen dazu, um den Angriff zu beenden, wobei ein Erwachsener die Teenagerinnen auseinanderriss. Adriana lag mit Verletzungen auf dem Boden des Korridors, während der Erwachsene versuchte, ihr aufzuhelfen.","Eine andere Mädchen, die außerhalb des Bildrahmens stand, lachte, als sie die Szene aufnahm. Zwei Erwachsene gingen hinein, um den Angriff zu beenden, wobei einer der Erwachsenen die Teenager auseinanderzog. Adriana lag verletzt und mit blauen Flecken übersäht auf dem Flurboden, als der Erwachsene versuchte, sie aufzurichten.",ALMA-R,84,0.8496406078338623,0.812998354434967,0.7269734740257263,0.9104739427566528,1.9828002,1.435494,0.8017077445983887,-0.2929266960830688,0.8800572752952576,0.805062472820282,-7,-6,-2.5447630286216736,0.8617361485958099,-5.462843656539917,0.7402138172170751,0.7735756341406557,0.8236468434333801,0.9131128787994384,0.8068321
15,"Another girl outside of the video frame laughed as she recorded the scene. Two adults came in to break up the attack, with one adult pulling the teens apart. Adriana lay hurt and bruised on the hallway floor as the adult tried to help her up.","Ein anderes Mädchen außerhalb des Videoausschnitts lachte, als sie die Szene aufnahm. Zwei Erwachsene kamen dazu, um den Angriff zu beenden, wobei ein Erwachsener die Teenagerinnen auseinanderriss. Adriana lag mit Verletzungen auf dem Boden des Korridors, während der Erwachsene versuchte, ihr aufzuhelfen.","Ein anderes Mädchen außerhalb des Videofeldes lachte, als sie die Szene aufnahm. Zwei Erwachsene kamen herein, um den Angriff zu stoppen, wobei ein Erwachsener die Jugendlichen auseinanderzog. Adriana lag verletzt und gezeichnet auf dem Flurboden, während der Erwachsene versuchte, sie aufzurichten.",Tower-7b,97,0.8473751544952393,0.8112502694129944,0.7084450721740723,0.9008781909942628,2.8676238,2.0519183,0.8181207776069641,-0.6022715727523804,0.874126672744751,0.8321831822395325,-6,-6,-2.5495609045028687,0.8560642302036285,-5.405269145965577,0.7308376751523867,0.7633817962751551,0.8402134776115417,0.8869291543960571,0.8303732
15,"Another girl outside of the video frame laughed as she recorded the scene. Two adults came in to break up the attack, with one adult pulling the teens apart. Adriana lay hurt and bruised on the hallway floor as the adult tried to help her up.","Ein anderes Mädchen außerhalb des Videoausschnitts lachte, als sie die Szene aufnahm. Zwei Erwachsene kamen dazu, um den Angriff zu beenden, wobei ein Erwachsener die Teenagerinnen auseinanderriss. Adriana lag mit Verletzungen auf dem Boden des Korridors, während der Erwachsene versuchte, ihr aufzuhelfen.","Ein anderes Mädchen außerhalb des Videorahmens lachte, als sie die Szene aufnahm. Zwei Erwachsene kamen, um den Angriff zu unterbrechen, wobei ein Erwachsener die Teenager auseinanderzog. Adriana lag verletzt und gequetscht auf dem Flur, während der Erwachsene versuchte, ihr aufzuhelfen.",GPT-4,84,0.8267227411270142,0.8672787547111511,0.6487523317337036,0.8953019380569458,2.3392746,1.9909613,0.8566471934318542,-0.5821192794364929,0.86101233959198,0.8533145785331726,-8,-8,-3.552349030971527,0.8812903463840485,-7.162415504455566,0.7764763499285081,0.7401664723667665,0.8963860273361206,0.9221774339675904,0.8423506
15,"Another girl outside of the video frame laughed as she recorded the scene. Two adults came in to break up the attack, with one adult pulling the teens apart. Adriana lay hurt and bruised on the hallway floor as the adult tried to help her up.","Ein anderes Mädchen außerhalb des Videoausschnitts lachte, als sie die Szene aufnahm. Zwei Erwachsene kamen dazu, um den Angriff zu beenden, wobei ein Erwachsener die Teenagerinnen auseinanderriss. Adriana lag mit Verletzungen auf dem Boden des Korridors, während der Erwachsene versuchte, ihr aufzuhelfen.","Ein anderes Mädchen außerhalb des Videobildes lachte, als sie die Szene aufzeichnete. Zwei Erwachsene kamen herein, um den Angriff abzubrechen, wobei ein Erwachsener die Teenager auseinanderriss. Adriana lag verletzt und verletzt auf dem Flurboden, als der Erwachsene versuchte, ihr aufzuhelfen.",Google,73,0.7689082026481628,0.7519650459289551,0.6113022565841675,0.8790594339370728,2.1851587,3.0257711,0.8110828995704651,-1.1284314486759186,0.8239838182926178,0.7626566886901855,-12,-7,-3.060470283031464,0.8155122399330139,-6.153416037559509,0.6610219676147722,0.675916009369466,0.8222240209579468,0.8944665193557739,0.7963606
15,"Another girl outside of the video frame laughed as she recorded the scene. Two adults came in to break up the attack, with one adult pulling the teens apart. Adriana lay hurt and bruised on the hallway floor as the adult tried to help her up.","Ein anderes Mädchen außerhalb des Videoausschnitts lachte, als sie die Szene aufnahm. Zwei Erwachsene kamen dazu, um den Angriff zu beenden, wobei ein Erwachsener die Teenagerinnen auseinanderriss. Adriana lag mit Verletzungen auf dem Boden des Korridors, während der Erwachsene versuchte, ihr aufzuhelfen.","Ein weiteres Mädchen außerhalb des Video-Rahmens lachte, als es die Szene aufzeichnete. Zwei Erwachsene kamen herein, um den Angriff zu beenden, wobei ein Erwachsener die Teenager auseinanderzog. Adriana lag verletzt und blutend auf dem Flurboden, als der Erwachsene versuchte, sie aufzuheben.",Tower-13b,77,0.8867020606994629,0.8157734274864197,0.7456031441688538,0.8634768724441528,1.8565054,2.0361645,0.8531213402748108,-0.5747312196502685,0.8750894665718079,0.8305440545082092,-6,-6,-2.568261563777924,0.8396251499652863,-5.180861234664917,0.7044014877890206,0.7656467221625576,0.8647884130477905,0.8708300590515137,0.85242784
19,"I talked to 30 health, wellness professionals about avoiding burnout","Ich habe mit 30 Gesundheits-, Wellnessfachkräften darüber geredet, wie man Burnout vermeidet",Ich habe mit 30 Gesundheits- und Wellness-Experten über das Vermeiden von Burnout gesprochen,ALMA-R,89,1.0,0.9622350931167604,0.8224042057991028,1.0,0.51986766,0.0653178,0.9118508696556092,0.4673411,1.0,0.9412941336631776,0,0,0.5,0.98111754655838,0.0,0.9622350931167604,1.0,0.991200029850006,1.0,0.9437168
19,"I talked to 30 health, wellness professionals about avoiding burnout","Ich habe mit 30 Gesundheits-, Wellnessfachkräften darüber geredet, wie man Burnout vermeidet",Ich sprach mit 30 Gesundheits- und Wellness-Experten über das Vermeiden von Burnout,Tower-13b,95,1.0,0.956381618976593,0.8134086728096008,1.0,0.59151626,0.08941991,0.90694922208786,0.455290045,1.0,0.940661072731018,0,0,0.5,0.9781908094882964,0.0,0.956381618976593,1.0,1.0,1.0,0.94148755
19,"I talked to 30 health, wellness professionals about avoiding burnout","Ich habe mit 30 Gesundheits-, Wellnessfachkräften darüber geredet, wie man Burnout vermeidet",Ich sprach mit 30 Gesundheits- und Wellness-Experten über die Vermeidung von Burnout,Tower-7b,84,1.0,0.9583378434181212,0.8124552965164185,1.0,0.61113334,0.14215732,0.9097846150398254,0.42892134,1.0,0.937968134880066,0,0,0.5,0.9791689217090608,0.0,0.9583378434181212,1.0,0.991200029850006,1.0,0.9419894
19,"I talked to 30 health, wellness professionals about avoiding burnout","Ich habe mit 30 Gesundheits-, Wellnessfachkräften darüber geredet, wie man Burnout vermeidet","Ich habe mit 30 Gesundheits- und Wellnessprofis darüber gesprochen, wie man Burnout vermeiden kann.",GPT-4,100,1.0,0.963694989681244,0.8424081206321716,1.0,0.53714305,0.21316254,0.9160836338996888,0.39341873,1.0,0.9573007822036744,0,0,0.5,0.981847494840622,0.0,0.963694989681244,1.0,1.0,1.0,0.9121784
19,"I talked to 30 health, wellness professionals about avoiding burnout","Ich habe mit 30 Gesundheits-, Wellnessfachkräften darüber geredet, wie man Burnout vermeidet",Ich habe mit 30 Gesundheits- und Wellnessexperten über die Vermeidung von Burnout gesprochen,Google,94,1.0,0.9576712250709534,0.8324059247970581,1.0,0.53253394,0.14181519,0.9129310250282288,0.429092405,1.0,0.9441003203392028,0,0,0.5,0.9788356125354768,0.0,0.9576712250709534,1.0,1.0,1.0,0.93940043
26,Juvenile charged with murder in December Chicago school shooting that left 2 dead,Jugendlicher wegen Mordes nach Schulmassaker mit 2 Toten im Dezember in Chicago angeklagt,"Jugendlicher wegen Mordes angeklagt nach dem Schulschießen in Chicago im Dezember, bei dem 2 Tote zu beklagen waren",Tower-13b,84,0.9546277523040771,0.8198918700218201,0.7814682722091675,0.9648000001907348,0.88728744,0.55820346,0.8803477883338928,0.1982121461520385,0.959713876247406,0.8019044995307922,-4,-4,-1.5175999999046326,0.8923459351062775,-3.859200000762939,0.7910316763534339,0.9210248556050544,0.9619949460029602,0.971412479877472,0.8484374
26,Juvenile charged with murder in December Chicago school shooting that left 2 dead,Jugendlicher wegen Mordes nach Schulmassaker mit 2 Toten im Dezember in Chicago angeklagt,"Jugendlicher wegen Mordes angeklagt in Zusammenhang mit einer Schulschießerei in Chicago im Dezember, bei der 2 Menschen starben",GPT-4,90,0.9876426458358764,0.8116422295570374,0.7854969501495361,0.9735999703407288,0.74191844,0.07409083,0.8524758815765381,0.4567759079179382,0.9806213080883026,0.7360250353813171,-1,-3,-1.0132000148296356,0.8926210999488831,-2.9207999110221863,0.7902148506240145,0.961568850693048,0.999452829360962,0.9736000299453736,0.8673265
26,Juvenile charged with murder in December Chicago school shooting that left 2 dead,Jugendlicher wegen Mordes nach Schulmassaker mit 2 Toten im Dezember in Chicago angeklagt,"Jugendlicher wegen Mordes bei Schießerei in einer Schule in Chicago im Dezember angeklagt, bei der zwei Menschen ums Leben kamen",Google,99,0.9433900713920592,0.8557065725326538,0.7945516109466553,1.0,0.7222067,0.049893416,0.7697821259498596,0.4467483276960296,0.9716950356960296,0.9203073382377625,-5,0,0.5,0.9278532862663268,0.0,0.8557065725326538,0.9433900713920592,0.987512230873108,0.9997148513793944,0.81145513
26,Juvenile charged with murder in December Chicago school shooting that left 2 dead,Jugendlicher wegen Mordes nach Schulmassaker mit 2 Toten im Dezember in Chicago angeklagt,"Jugendlicher wegen Mordes im Dezember angeklagt Chicagoer Schulschießerei, bei der 2 Menschen getötet wurde",Tower-7b,67,0.931238889694214,0.5182533860206604,0.6672017574310303,0.9257614612579346,2.5280461,2.9959526,0.7802911400794983,-1.032356855152893,0.9285001754760742,0.3550894558429718,-6,-1,-0.0371192693710327,0.7220074236392975,-0.9257614612579346,0.479779011944359,0.8621050753035321,0.8971992135047913,0.9081109762191772,0.7977749
26,Juvenile charged with murder in December Chicago school shooting that left 2 dead,Jugendlicher wegen Mordes nach Schulmassaker mit 2 Toten im Dezember in Chicago angeklagt,"Jugendlicher wegen Mordes angeklagt wegen Schießerei an einer Chicagoer Schule im Dezember, bei der zwei Menschen getötet wurden",ALMA-R,84,0.9533969163894652,0.7169796824455261,0.725162148475647,0.961154043674469,1.0248394,0.32574457,0.6939144730567932,0.3138261731947326,0.9572754800319672,0.6886112093925476,-4,-3,-1.0194229781627655,0.8390668630599976,-2.883462131023407,0.6891279210149541,0.916361301414504,0.960205376148224,0.9770323038101196,0.7688724
32,"Photos: Following restorations, Egypt inaugurates the Djehuty and Hery tombs",Fotos: Nach Restaurationen weiht Ägypten die Djehuti- und Hery-Gräber ein,Fotos: Nach Restaurierungsarbeiten eröffnet Ägypten die Gräber von Djehuty und Hery,ALMA-R,100,1.0,0.8457568287849426,0.7924926280975342,0.9911999702453612,0.63286656,0.19606966,0.9049466848373412,0.40196517,0.9955999851226808,0.9252273440361024,0,-1,-0.0044000148773193,0.918478399515152,-0.9911999702453612,0.8383141435264462,0.9911999702453612,1.0,1.0,0.9279881
32,"Photos: Following restorations, Egypt inaugurates the Djehuty and Hery tombs",Fotos: Nach Restaurationen weiht Ägypten die Djehuti- und Hery-Gräber ein,Fotos: Nach Restaurierungen weiht Ägypten die Gräber von Djehuty und Hery ein,Tower-13b,97,0.9911999702453612,0.8191362619400024,0.7677993774414062,1.0,0.64975774,0.10139574,0.9269663691520692,0.4449021151226806,0.9955999851226808,0.9103449583053588,-1,0,0.5,0.9095681309700012,0.0,0.8191362619400024,0.9911999702453612,0.991200029850006,0.9981166124343872,0.92158175
